ResourceID,RENO,RENO_TYPE,SITE_NAME,NAME_TYPE,RETYPE_Valueid,SITECODE,SITECODE_TYPE,DESCRIPTION,DESCRIPTION_TYPE,REEDATE,REEDATE_TYPE,REEDATEPREC_Valueid,RELDATE,RELDATE_TYPE,RELDATEPREC_Valueid,NGRPREC_Valueid,WKT
00000000-0000-0000-0000-00000lhde415,415,838a206c-7975-4695-a2ae-1575b1e07984,"Lion and Snake, Bailgate (opposite)",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on325,70164ed3-db25-446d-9282-b7fcf6cb4838,,,,,b8b074ba-8899-4ae3-9017-aab1342ab3cc,,,b8b074ba-8899-4ae3-9017-aab1342ab3cc,eaaf330f-0f60-45a6-85da-55c0a470dc0a,POINT (-0.538629172257556 53.235454873676446)
00000000-0000-0000-0000-00000lhde415,,,,,,,,"A Roman milestone was discovered opposite the Lion & Snake.",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde416,416,838a206c-7975-4695-a2ae-1575b1e07984,"Lawn Tropical House (trench I)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on326,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-11-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-11-03,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.544330292951006 53.235677453563383)
00000000-0000-0000-0000-00000lhde416,,,,,,,,"Trench 1 of eleven. Dark brown loam with limestone fragments. The bottom was about 4 feet (1.22m) below the concrete surface. Cut into natural",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde417,417,838a206c-7975-4695-a2ae-1575b1e07984,"Lawn Tropical House (trench II)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on326,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-11-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-11-03,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.544210474895162 53.235675990335423)
00000000-0000-0000-0000-00000lhde417,,,,,,,,"Trench 2 of eleven. Dark brown loam with limestone fragments. Bottom about 4 feet (1.22m) below concrete surface. Cut into natural",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde418,418,838a206c-7975-4695-a2ae-1575b1e07984,"Lawn Tropical House (trench III)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on326,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-11-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-11-03,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.544178691140321 53.235729539927078)
00000000-0000-0000-0000-00000lhde418,,,,,,,,"Trench 3 of eleven. Dark brown loam with limestone fragments. Bottom about 4 feet (1.22m) below concrete surface. Cut into natural. Occasional fragments of bone and pot",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde419,419,838a206c-7975-4695-a2ae-1575b1e07984,"Lawn Tropical House (trench IV)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on326,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-11-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-11-03,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.54431318177408 53.23574017199055)
00000000-0000-0000-0000-00000lhde419,,,,,,,,"Trench 4 of eleven. Dark brown loam with limestone fragments. Bottom about 4 feet (1.22m) below concrete surface. Cut into natural",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde420,420,838a206c-7975-4695-a2ae-1575b1e07984,"Lawn Tropical House (trench V)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on326,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-11-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-11-03,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.544190924568616 53.235810595967024)
00000000-0000-0000-0000-00000lhde420,,,,,,,,"Trench 5 of eleven. Dark brown loam with limestone fragments. Bottom about 4 feet (1.22m) below concrete surface. Cut into natural",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde421,421,838a206c-7975-4695-a2ae-1575b1e07984,"Lawn Tropical House (trench VI)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on326,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-11-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-11-03,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.544310742999277 53.235812059217174)
00000000-0000-0000-0000-00000lhde421,,,,,,,,"Trench 6 of eleven. Dark brown loam with limestone fragments. Bottom about 4 feet (1.22m) below concrete surface. Cut into natural. Occasional pot, bone and oyster shells",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde422,422,838a206c-7975-4695-a2ae-1575b1e07984,"Lawn Tropical House (trench VIII)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on326,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-11-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-11-03,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.544106548770944 53.235647752204159)
00000000-0000-0000-0000-00000lhde422,,,,,,,,"Trench 7 of eleven. Dark brown loam with limestone fragments. Bottom about 4 feet (1.22m) below concrete surface. Cut into natural. Much broken bone visible",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde423,423,838a206c-7975-4695-a2ae-1575b1e07984,"Lawn Tropical House (trench IX)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on326,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-11-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-11-03,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.544418632382148 53.235723480424689)
00000000-0000-0000-0000-00000lhde423,,,,,,,,"Trench 8 of eleven. Dark brown loam with limestone fragments. Bottom about 4 feet (1.22m) below concrete surface. Spread of clay at bottom with ?wall plaster and frequent pot, bone and shell. Consolidation over rubbish pit?",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde424,424,838a206c-7975-4695-a2ae-1575b1e07984,"Lawn Tropical House (trench XV)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on326,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-11-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-11-03,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.544138027671662 53.235603188534107)
00000000-0000-0000-0000-00000lhde424,,,,,,,,"Trench 9 of eleven. c.30m of topsoil over light/medium brown clay loam over 0.1m of limestone fragments and soil. Under this a further 0.4m of mid brown loam above brash",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde425,425,838a206c-7975-4695-a2ae-1575b1e07984,"Lawn Tropical House (trench XVI)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on326,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-11-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-11-03,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.544407313020942 53.235615466692416)
00000000-0000-0000-0000-00000lhde425,,,,,,,,"Trench 10 of eleven. General brown loam over natural. Two fragments of pot from very top. Very occasional bone",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde426,426,838a206c-7975-4695-a2ae-1575b1e07984,"Lawn Tropical House (trench XVII)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on326,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-11-02,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-11-03,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.54438471502752 53.235839931398004)
00000000-0000-0000-0000-00000lhde426,,,,,,,,"Trench 11 of eleven. Shallow loam over natural. Occasional fragments of flowerpot. No evidence of burials",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde427,427,838a206c-7975-4695-a2ae-1575b1e07984,"The Lawn",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on327,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-01-24,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-02-06,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.544144125266134 53.235423470473222)
00000000-0000-0000-0000-00000lhde427,,,,,,,,"Mid/dark brown clayey loam. Very occasional stone, oyster/cockle shell and bone. Some intrusion from existing sewers",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde428,428,838a206c-7975-4695-a2ae-1575b1e07984,"The Lawn",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on328,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-03-08,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-03-08,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.543286156159547 53.235538843643411)
00000000-0000-0000-0000-00000lhde428,,,,,,,,"A 1m deep service trench was observed revealing a dark brown sandy loam/clay below the topsoil/grass surface. No finds",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde429,429,838a206c-7975-4695-a2ae-1575b1e07984,"The Lawn (trench XIII)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on329,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-02-20,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-02-20,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.543694810307228 53.23541798206378)
00000000-0000-0000-0000-00000lhde429,,,,,,,,"Archaeological monitoring and recording (watching brief) Trench 1 of two. A sewer trench revealed in east section a grey/brown clayey loam with limestone at 0.60m. This was 0.30m thick and overlay orange/brown clay/loam with limestone. No finds. Other sections disturbed by earlier service trenches",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde430,430,838a206c-7975-4695-a2ae-1575b1e07984,"The Lawn (trench XIV)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on329,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-02-20,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-02-20,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.543813102877955 53.235464375314415)
00000000-0000-0000-0000-00000lhde430,,,,,,,,"Archaeological monitoring and recording (watching brief) Trench 2 of two. A sewer trench revealed upper levels destroyed by earlier trenches - mixed dump. At 1m there is a band of familiar brown loam containing pebbles, occasional bone fragments and pot, 0.5m wide. Overlaid orange clay plus limestone",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde431,431,838a206c-7975-4695-a2ae-1575b1e07984,"Steep Hill/Wordsworth Street",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on33,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1986-03-19,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1986-03-19,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.53881049374122 53.233650180011679)
00000000-0000-0000-0000-00000lhde431,,,,,,,,"Archaeological monitoring and recording (watching brief). A fragment of limestone wall aligned north-south was observed during work on a new sewer. It was apparently at least 1m high. It was thought to be the west wall of the Roman sewer",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde432,432,838a206c-7975-4695-a2ae-1575b1e07984,"The Lawn (trench XII)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on330,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-02-19,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-02-19,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.543410549274268 53.235405519295107)
00000000-0000-0000-0000-00000lhde432,,,,,,,,"Archaeological monitoring and recording (watching brief). NW-south east sewer pipe trench. Topsoil (0.40m) over mid brown slightly orange clay/loam with limestone. No finds. Looks undisturbed by hospital building work but some disturbance at top by sewer pipes etc",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde433,433,838a206c-7975-4695-a2ae-1575b1e07984,"The Lawn (trench VII)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on331,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1989-11-30,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1989-11-30,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.543398927488908 53.235306491379809)
00000000-0000-0000-0000-00000lhde433,,,,,,,,"Archaeological monitoring and recording (watching brief). Very rough stone foundation aligned east-west with brick wall above. Probably contemporary with overground buildings. Made ground to north - mid/dark brown clay/loam with limestone fragments. Some pot",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde434,434,838a206c-7975-4695-a2ae-1575b1e07984,"The Lawn (trench XVIII)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on332,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-03-17,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-03-19,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.543961350099736 53.235511134336669)
00000000-0000-0000-0000-00000lhde434,,,,,,,,"Archaeological monitoring and recording (watching brief). East-west wall on approx line of asylum north boundary. Large limestone blocks with white mortar. Lowest course of wall. At west end smaller blocks sealed by wall appear to be an earlier feature or natural? wall foundations?",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde435,435,838a206c-7975-4695-a2ae-1575b1e07984,"The Lawn",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on333,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-04-23,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-04-23,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.54359366255699 53.235749362507491)
00000000-0000-0000-0000-00000lhde435,,,,,,,,"Archaeological monitoring and recording (watching brief). The trench for rebuilding of a bank retaining wall revealed brown soil with limestone fragments and small pebbles (bank make-up). A limestone wall was exposed in the west end of the trench",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde436,436,838a206c-7975-4695-a2ae-1575b1e07984,"The Lawn",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on334,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-06-06,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-06-06,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.544252358080804 53.235766398091812)
00000000-0000-0000-0000-00000lhde436,,,,,,,,"Archaeological monitoring and recording (watching brief). In dump material - disarticulated human bone presumed dumped down hill to the south. Finds - pot, pipe and a jaw bone",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde437,437,838a206c-7975-4695-a2ae-1575b1e07984,"The Lawn (pub/restaurant)",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on335,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-09-15,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-09-18,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.543586887775904 53.235066068054266)
00000000-0000-0000-0000-00000lhde437,,,,,,,,"Archaeological monitoring and recording (watching brief). Shallow foundation trenches (50cms deep) were observed at the entrance to the pub/restaurant. Consisted of a layer of brown clay/loam sealed by rubble (brick tile)",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde438,438,838a206c-7975-4695-a2ae-1575b1e07984,"Roman wall west of Newport Arch",81dd62d2-6701-4195-b74b-8057456bba4b,8eaa7da1-74ca-4887-865e-aa2b2e692be6,on336,70164ed3-db25-446d-9282-b7fcf6cb4838,,,,,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,,,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,efb941fc-040b-49e8-b72d-b69418e6a5fc,POINT (-0.538749531720472 53.237200337675525)
00000000-0000-0000-0000-00000lhde438,,,,,,,,"According to Sympson, in 1785 part of the wall was pulled down. Inside the wall core two coins were found, amongst the rubble a votive tablet. Within the inner face of the wall was found an inscribed sepulchral slab, the tombstone of Flavius Helius. (Richmond and Arthur Smith state it was found 10 feet (3.04m) south of the wall about 4 feet (1.21m) below the surface). Roman tombstone. RIB 251. TMA 41.18",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde439,439,838a206c-7975-4695-a2ae-1575b1e07984,"The Lawn",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on337,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1990-02-14,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1990-02-14,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.543781928700805 53.235499952996413)
00000000-0000-0000-0000-00000lhde439,,,,,,,,"Archaeological monitoring and recording (watching brief). An east-west machine dug sewer trench to a depth of 1.85m exposed limestone blocks to the west end",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde440,440,838a206c-7975-4695-a2ae-1575b1e07984,"Lindum Road (west side)",81dd62d2-6701-4195-b74b-8057456bba4b,9b27f985-ef2a-4bae-a1fc-458278d334ea,on338,70164ed3-db25-446d-9282-b7fcf6cb4838,,,,,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,,,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,efb941fc-040b-49e8-b72d-b69418e6a5fc,POINT (-0.536316369341003 53.231219346653219)
00000000-0000-0000-0000-00000lhde440,,,,,,,,"The foundations of the Roman wall were removed in 1791, probably in the front garden of 4 Lindum Road.  A Roman patera was found along with an inscribed tombstone",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde441,441,838a206c-7975-4695-a2ae-1575b1e07984,"St Catherines Road",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on339,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1991-03-25,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1991-03-25,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.548411676849397 53.212911523291353)
00000000-0000-0000-0000-00000lhde441,,,,,,,,"During service trenching large limestone blocks and fragments were found approximately 0.30m below the road tarmac. It is possible that they were two walls, but no bonding material was visible. Some dressed stone - part of moulding recovered from the spoil",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde442,442,838a206c-7975-4695-a2ae-1575b1e07984,"76 and 77 High Street",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on34,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1986-03-14,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1986-03-14,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.545097532557661 53.219676277425556)
00000000-0000-0000-0000-00000lhde442,,,,,,,,"A section inside the water main trench was recorded which included limestone rubble, gravel, rubble and tile fragments thought to be post-medieval or medieval make-up",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde443,443,838a206c-7975-4695-a2ae-1575b1e07984,"West Hill House, Motherby Hill",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on340,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1991-03-28,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1991-03-28,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.543109980116062 53.23366684773432)
00000000-0000-0000-0000-00000lhde443,,,,,,,,"Four trenches 1m deep dug to expose the foundations of the house on the south façade unearthed post medieval glass and a drain pipe",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde444,444,838a206c-7975-4695-a2ae-1575b1e07984,"Yarborough Road",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on341,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1991-04-10,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1991-04-10,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.548364571621548 53.235124345484358)
00000000-0000-0000-0000-00000lhde444,,,,,,,,"Trench 1 of two. Service trench 1.2m deep revealed three service pipes (north-south) in dark grey/black gravely material below paving slab",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
00000000-0000-0000-0000-00000lhde445,445,838a206c-7975-4695-a2ae-1575b1e07984,"Yarborough Road",81dd62d2-6701-4195-b74b-8057456bba4b,4298586a-89fd-4475-8d4a-942763180c19,on341,70164ed3-db25-446d-9282-b7fcf6cb4838,,,1991-04-10,af8e248f-28c9-4c97-b57b-add942b8e009,b8b074ba-8899-4ae3-9017-aab1342ab3cc,1991-04-10,2195c931-95b0-4c91-9a1d-7607d56d1377,b8b074ba-8899-4ae3-9017-aab1342ab3cc,f1985c76-a102-4644-9ac5-558a02b91ea7,POINT (-0.548427519764677 53.235035215812836)
00000000-0000-0000-0000-00000lhde445,,,,,,,,"Trench 2 of two. Service trench 0.50m deep revealed make-up for overlying road surfaces overlying gravely grey/black soil (probably more make-up and trenching for various pipes running under road)",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,
