ResourceID,SOURCENO,SOURCENO_TYPE,TYPE_Valueid,AUTHOR,TITLE,TITLE_TYPE,PUBLICATION_PLACE,Date,EDITOR,PUBLISHER,JOURNAL_SERIES_NAME,PAGES,SERIES_NO
00000000-0000-0000-0000-0000lhds1234,1234,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Barlow, T.","Industrial Archaeology Notes 1983: Maltings, Brayford Wharf North, Lincoln",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1984,,"Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","114-117","19"
00000000-0000-0000-0000-0000lhds1639,1639,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Barotn, B. M. J.","Industrial Archaeology Notes: Stamp End Railway Bridge, Lincoln",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1998,"Bennet, Mark","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","55-56","33"
00000000-0000-0000-0000-0000lhds2766,2766,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: Bishop Grosseteste University College",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","73","43"
00000000-0000-0000-0000-0000lhds2767,2767,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: Lincoln Marina",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","73","43"
00000000-0000-0000-0000-0000lhds2768,2768,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: Cuthberts Yard",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","73-74","43"
00000000-0000-0000-0000-0000lhds2769,2769,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: The Observatory mound, Lincoln Castle",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","74","43"
00000000-0000-0000-0000-0000lhds2770,2770,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: land at the corner of Drury Lane, A.nd Spring Hill",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","74","43"
00000000-0000-0000-0000-0000lhds2771,2771,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: the Golden Eagle public house, High Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","74","43"
00000000-0000-0000-0000-0000lhds2772,2772,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: 116 High Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","74","43"
00000000-0000-0000-0000-0000lhds2773,2773,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: land at Mill Lane",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","74","43"
00000000-0000-0000-0000-0000lhds2774,2774,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: 1-8 Mill Lane",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","74","43"
00000000-0000-0000-0000-0000lhds2775,2775,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: a service trench on Monks Road, beside the Sessions House",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","74","43"
00000000-0000-0000-0000-0000lhds2776,2776,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: the former Army Cadet HQ, Newport",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","74","43"
00000000-0000-0000-0000-0000lhds2777,2777,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: land at 74 Newport",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","74","43"
00000000-0000-0000-0000-0000lhds2778,2778,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: Upper Witham Drainage Board building, St Catherines Road",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","74-75","43"
00000000-0000-0000-0000-0000lhds2779,2779,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: land at 22 Sincil Bank and at 60 Portland Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","75","43"
00000000-0000-0000-0000-0000lhds2780,2780,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: 32 South Park",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","75","43"
00000000-0000-0000-0000-0000lhds2781,2781,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: 29-31 The Strait",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","75","43"
00000000-0000-0000-0000-0000lhds2782,2782,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: The Lawn, Union Road",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","75","43"
00000000-0000-0000-0000-0000lhds2783,2783,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: The Close Wall, Greestone Centre, Lindum Road",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","81","43"
00000000-0000-0000-0000-0000lhds2784,2784,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: Manvers Arms, Monks Road",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","81","43"
00000000-0000-0000-0000-0000lhds2785,2785,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: 45 and 47 St Catherines",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","81","43"
00000000-0000-0000-0000-0000lhds2786,2786,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2007 to 2008: archaeology and historic buldings: Lincoln: Upper Witham Drainage Board building, St Catherines Road",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2008,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","81","43"
00000000-0000-0000-0000-0000lhds2787,2787,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2008 to 2009: archaeology and historic buldings: Lincoln: Lucy Tower, Lincoln Castle",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2009,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","59","44"
00000000-0000-0000-0000-0000lhds2788,2788,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2008 to 2009: archaeology and historic buldings: Lincoln: Wickham Gardens, Chapel Lane",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2009,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","59","44"
00000000-0000-0000-0000-0000lhds2789,2789,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2008 to 2009: archaeology and historic buldings: Lincoln: 10 James Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2009,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","59","44"
00000000-0000-0000-0000-0000lhds2790,2790,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2008 to 2009: archaeology and historic buldings: Lincoln: land at Mill Lane",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2009,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","59","44"
00000000-0000-0000-0000-0000lhds2791,2791,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2008 to 2009: archaeology and historic buldings: Lincoln: land 9-11 Monson Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2009,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","59","44"
00000000-0000-0000-0000-0000lhds2794,2794,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2008 to 2009: archaeology and historic buldings: Lincoln: Ruston Way",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2009,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","59-60","44"
00000000-0000-0000-0000-0000lhds2795,2795,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2008 to 2009: archaeology and historic buldings: Lincoln: 7 St Catherines",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2009,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","60","44"
00000000-0000-0000-0000-0000lhds2796,2796,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2008 to 2009: archaeology and historic buldings: Lincoln: land at Minster School",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2009,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","60","44"
00000000-0000-0000-0000-0000lhds2797,2797,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2008 to 2009: archaeology and historic buldings: Lincoln: the rear of the Tower Hotel, 38 Westgate, Lincoln",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2009,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","60","44"
00000000-0000-0000-0000-0000lhds2798,2798,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2008 to 2009: archaeology and historic buldings: Lincoln: Cobb Hall, Lincoln Castle",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2009,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","64","44"
00000000-0000-0000-0000-0000lhds2811,2811,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2009: archaeology and historic buldings: Lincoln: proposed Heritage Skills Centre, Lincoln Castle",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2010,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","79","45"
00000000-0000-0000-0000-0000lhds2812,2812,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2009: archaeology and historic buldings: Lincoln: Monks Abbey",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2010,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","79","45"
00000000-0000-0000-0000-0000lhds2813,2813,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2009: archaeology and historic buldings: Lincoln: Otters Cottages",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2010,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","79-80","45"
00000000-0000-0000-0000-0000lhds2814,2814,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2009: archaeology and historic buldings: Lincoln: Lindongate redevelopment project",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2010,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","80","45"
00000000-0000-0000-0000-0000lhds2815,2815,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2009: archaeology and historic buldings: Lincoln: the former Army Cadet Force HQ, Newport",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2010,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","80","45"
00000000-0000-0000-0000-0000lhds2816,2816,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2009: archaeology and historic buldings: Lincoln: land at Minster School, Upper Lindum Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2010,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","80","45"
00000000-0000-0000-0000-0000lhds2817,2817,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Bennet, M.","The Historic Environment in Lincolnshire 2009: historic buildings recording in Lincolnshire: Lincoln: the Usher Gallery",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",2010,"Bennet, M.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","86","45"
00000000-0000-0000-0000-0000lhds1233,1233,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Betteridge, S. J.","Industrial Archaeology Notes 1984: Ruston Proctor boiler works, Firth Road, Lincoln",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1985,,"Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","65-66","20"
00000000-0000-0000-0000-0000lhds1387,1387,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Brann, M.","Archaeological Reports: Lincoln: Lincoln Cathedral, Close Wall, West Tower (DIsney Place Hotel, Eastgate)",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","65-6","31"
00000000-0000-0000-0000-0000lhds1477,1477,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Cookson, W. D.","A selection of Papers relative to County of Lincoln, read before the Lincolnshire Topographical Society, 1841, 1842: On the Hospital of the Holy Innocents, called Le Malardri, at Lincoln; with some account of ancient customs and usages touching Leprosy",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Lincoln",1843,,"Lincolnshire Topographical Society","Proceedings of Lincolnshire Topographical Society","29-48","1"
00000000-0000-0000-0000-0000lhds1386,1386,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Donel, L.","Archaeological Reports: Lincoln: 46-47 Steep Hill",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","64-5","31"
00000000-0000-0000-0000-0000lhds1115,1115,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1994-1995: Lincoln, Vicars Court",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,,1994,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","48","29"
00000000-0000-0000-0000-0000lhds1358,1358,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1994-95: Lincoln: Burghersh Chantry,  17, James Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1995,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","43","30"
00000000-0000-0000-0000-0000lhds1359,1359,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1994-95: Lincoln: 46-50 Sidney Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1995,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","43","30"
00000000-0000-0000-0000-0000lhds1360,1360,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1994-95: Lincoln: Mint Wall, West Bight.",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1995,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","43","30"
00000000-0000-0000-0000-0000lhds1361,1361,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1994-95: Lincoln: Sincil Bank.",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1995,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","43","30"
00000000-0000-0000-0000-0000lhds1362,1362,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1994-95: Lincoln: Junction of High Street and Peel Street",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1995,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","43","30"
00000000-0000-0000-0000-0000lhds1363,1363,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1994-95: Lincoln: The Former Spa Road Power Station",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1995,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","44","30"
00000000-0000-0000-0000-0000lhds1364,1364,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1994-95: Lincoln: St Marks Redevelopment, Ropewalk",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1995,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","44","30"
00000000-0000-0000-0000-0000lhds1367,1367,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1995-96: Lincoln: Great Northern Terrace",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","56","31"
00000000-0000-0000-0000-0000lhds1368,1368,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1995-96: Lincoln: Langworthgate",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","56","31"
00000000-0000-0000-0000-0000lhds1369,1369,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1995-96: Lincoln: 5, Langworthgate",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","56","31"
00000000-0000-0000-0000-0000lhds1370,1370,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1995-96: Lincoln: Lindum Road",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","56","31"
00000000-0000-0000-0000-0000lhds1371,1371,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1995-96: Lincoln: Long Leys Road",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","56","31"
00000000-0000-0000-0000-0000lhds1372,1372,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1995-96: Lincoln: Monks Road Water Main Relay",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","56","31"
00000000-0000-0000-0000-0000lhds1373,1373,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1995-96: Lincoln: Land to the west of Michaelgate",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","56","31"
00000000-0000-0000-0000-0000lhds1374,1374,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1995-96: Lincoln: Lodge Hotel, 38-40  Nettleham Road",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","56","31"
00000000-0000-0000-0000-0000lhds1375,1375,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1995-96: Lincoln: Newport Arch",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","56","31"
00000000-0000-0000-0000-0000lhds1376,1376,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1995-96: Lincoln: Cincinnatis Restaurant, Outer Circle Drive",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","57","31"
00000000-0000-0000-0000-0000lhds1377,1377,838a206c-7975-4695-a2ae-1575b1e07984,f9259f53-f9ff-41a0-914f-56e79e1fca15,"Field, N. and George, I.","Archaeology in Lincolnshire 1995-96: Lincoln: Quorn Drive area, water main relay",78e71e70-8009-40e2-a078-9a2ebf7a0e6f,"Sleaford",1996,"Sturman, C.","Society for Lincolnshire History and Archaeology","Lincolnshire History and Archaeology","57","31"
